,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
699,0,3,male,1.3500074541806606,0,0,-0.7210427881016249,S,Third,man,True,Southampton,no,True
701,1,1,male,0.6519295825974918,0,0,0.6871252968074663,S,First,man,True,Southampton,yes,True
702,0,3,female,-1.0434023912473467,0,1,-0.20694715921693344,C,Third,woman,False,Cherbourg,no,False
703,0,3,male,-0.34532451966417793,0,0,-0.7141143366791615,Q,Third,man,True,Queenstown,no,True
704,0,3,male,-0.24559910943801097,1,0,-0.705614328118342,S,Third,man,True,Southampton,no,False
705,0,2,male,1.0508312235021597,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True
706,1,2,female,1.6491836848591614,0,0,-0.27904234293901287,S,Second,woman,False,Southampton,yes,True
707,1,1,male,1.3500074541806606,0,0,0.6871252968074663,S,First,man,True,Southampton,yes,True
709,1,3,male,0.12329691538978338,1,1,-0.1471373212014252,C,Third,man,True,Cherbourg,yes,False
710,1,1,female,-0.4450499298903449,0,0,2.4412777301761523,C,First,woman,False,Cherbourg,yes,True
711,0,1,male,0.12329691538978338,0,0,0.7069586501160449,S,First,man,True,Southampton,no,True
712,1,1,male,1.9483599155376623,1,0,2.6298494756525366,S,First,man,True,Southampton,yes,False
713,0,3,male,0.05357712124048994,0,0,-0.582526648594511,S,Third,man,True,Southampton,no,True
714,0,2,male,2.3472615564423305,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
715,0,3,male,-0.9436769810211798,0,0,-0.7210427881016249,S,Third,man,True,Southampton,no,True
717,1,2,female,-0.145873699211844,0,0,-0.5057092378941985,S,Second,woman,False,Southampton,yes,True
718,0,3,male,0.12329691538978338,0,0,-0.12793107963555572,Q,Third,man,True,Queenstown,no,True
719,0,3,male,0.4524787621451578,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
720,1,2,female,-2.2401073139613503,0,1,1.194292474269694,S,Second,child,False,Southampton,yes,False
721,0,3,male,-1.1431278014735138,1,0,-0.7660588334397248,S,Third,man,True,Southampton,no,False
722,0,2,male,0.5522041723713248,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
723,0,2,male,2.1478107359899963,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
724,1,1,male,-0.145873699211844,1,0,2.712960670469438,S,First,man,True,Southampton,yes,False
725,0,3,male,-0.8439515707950128,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True
726,1,2,female,0.1533025314666569,3,0,0.28762489444895134,S,Second,woman,False,Southampton,yes,False
727,1,3,female,0.12329691538978338,0,0,-0.7144316703320986,Q,Third,woman,False,Queenstown,yes,True
728,0,2,male,-0.34532451966417793,1,0,0.6654030527075941,S,Second,man,True,Southampton,no,False
729,0,3,female,-0.34532451966417793,1,0,-0.7002649893973995,S,Third,woman,False,Southampton,no,False
731,0,3,male,-1.7414802628305155,0,0,0.12045805941950202,C,Third,child,False,Cherbourg,no,True
732,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True
733,0,2,male,-0.5447753401165119,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
734,0,2,male,-0.5447753401165119,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
735,0,3,male,0.0037144161274064503,0,0,-0.08259770064451848,S,Third,man,True,Southampton,no,True
736,0,3,female,1.9483599155376623,1,3,1.2981814677908208,S,Third,woman,False,Southampton,no,False
738,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
739,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
740,1,1,male,0.12329691538978338,0,0,0.9676255793145083,S,First,man,True,Southampton,yes,True
743,0,3,male,-0.4450499298903449,1,0,-0.08259770064451848,S,Third,man,True,Southampton,no,False
744,1,3,male,0.2530279416928239,0,0,-0.7002649893973995,S,Third,man,True,Southampton,yes,True
746,0,3,male,-1.2428532116996807,1,1,0.23095817071015493,S,Third,man,True,Southampton,no,False
747,1,2,female,0.1533025314666569,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True
748,0,1,male,-0.9436769810211798,1,0,2.712960670469438,S,First,man,True,Southampton,no,False
749,0,3,male,0.2530279416928239,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
750,1,2,female,-2.4395581344136845,1,1,0.4387361577524085,S,Second,child,False,Southampton,yes,False
751,1,3,male,-2.2401073139613503,0,1,-0.3564868653820346,S,Third,child,False,Southampton,yes,False
752,0,3,male,0.4524787621451578,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True
753,0,3,male,-0.5447753401165119,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
756,0,3,male,-0.046148288985677036,0,0,-0.710026777006803,S,Third,man,True,Southampton,no,True
757,0,2,male,-1.0434023912473467,0,0,-0.43015360624246995,S,Second,man,True,Southampton,no,True
758,0,3,male,0.5522041723713248,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
760,0,3,male,0.12329691538978338,0,0,-0.2034867112872843,S,Third,man,True,Southampton,no,True
761,0,3,male,1.2502820439544935,0,0,-0.7607094947187824,S,Third,man,True,Southampton,no,True
762,1,3,male,-0.8439515707950128,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,yes,True
764,0,3,male,-1.2428532116996807,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
766,0,1,male,0.12329691538978338,0,0,1.6929596431711027,C,First,man,True,Cherbourg,no,True
767,0,3,female,0.2031652365797404,0,0,-0.713487224936452,Q,Third,woman,False,Queenstown,no,True
768,0,3,male,0.12329691538978338,1,0,0.5256251341518962,Q,Third,man,True,Queenstown,no,False
769,0,3,male,0.3527533519189909,0,0,-0.6672094005497683,S,Third,man,True,Southampton,no,True
770,0,3,male,-0.4450499298903449,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True
771,0,3,male,1.9483599155376623,0,0,-0.705614328118342,S,Third,man,True,Southampton,no,True
773,0,3,male,0.12329691538978338,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True
774,1,2,female,2.5467123768946642,1,3,0.4387361577524085,S,Second,woman,False,Southampton,yes,False
775,0,3,male,-1.0434023912473467,0,0,-0.713487224936452,S,Third,man,True,Southampton,no,True
776,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
777,1,3,female,-2.3398327241875174,0,0,-0.3564868653820346,S,Third,child,False,Southampton,yes,True
778,0,3,male,0.12329691538978338,0,0,-0.7144316703320986,Q,Third,man,True,Queenstown,no,True
780,1,3,female,-1.5420294423781815,0,0,-0.7528365979006724,C,Third,child,False,Cherbourg,yes,True
781,1,1,female,-1.1431278014735138,1,0,3.0076276339111794,S,First,woman,False,Southampton,yes,False
782,0,1,male,0.05357712124048994,0,0,0.9676255793145083,S,First,man,True,Southampton,no,True
783,0,3,male,0.12329691538978338,1,2,0.4727361919956863,S,Third,man,True,Southampton,no,False
784,0,3,male,-0.34532451966417793,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True
785,0,3,male,-0.34532451966417793,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True
786,1,3,female,-1.0434023912473467,0,0,-0.7326934665023215,S,Third,woman,False,Southampton,yes,True
787,0,3,male,-2.0406564935090166,4,1,0.9015144016192459,Q,Third,child,False,Queenstown,no,False
790,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
791,0,2,male,-1.2428532116996807,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True
793,0,1,male,0.12329691538978338,0,0,1.020197187817781,C,First,man,True,Cherbourg,no,True
794,0,3,male,-0.34532451966417793,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
795,0,2,male,1.0508312235021597,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
796,1,1,female,2.048085325763829,0,0,0.6600537139866519,S,First,woman,False,Southampton,yes,True
797,1,3,female,0.2530279416928239,0,0,-0.6429711539158939,S,Third,woman,False,Southampton,yes,True
798,0,3,male,0.1533025314666569,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True
799,0,3,female,0.1533025314666569,1,1,0.5256251341518962,S,Third,woman,False,Southampton,no,False
800,0,2,male,0.5522041723713248,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
801,1,2,female,0.2530279416928239,1,1,0.6842919606205263,S,Second,woman,False,Southampton,yes,False
804,1,3,male,-0.145873699211844,0,0,-0.7720428394665417,S,Third,man,True,Southampton,yes,True
805,0,3,male,0.2530279416928239,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True
806,0,1,male,1.0508312235021597,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True
807,0,3,female,-1.0434023912473467,0,0,-0.7115983341451588,S,Third,woman,False,Southampton,no,True
808,0,2,male,1.0508312235021597,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
809,1,1,female,0.4524787621451578,1,0,2.712960670469438,S,First,woman,False,Southampton,yes,False
810,0,3,male,-0.24559910943801097,0,0,-0.7030983255843394,S,Third,man,True,Southampton,no,True
811,0,3,male,1.0508312235021597,0,0,0.5256251341518962,S,Third,man,True,Southampton,no,True
812,0,2,male,0.6519295825974918,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True
813,0,3,female,-2.2401073139613503,4,2,1.063959009670462,S,Third,child,False,Southampton,no,False
814,0,3,male,0.2031652365797404,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
815,0,1,male,0.12329691538978338,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True
816,0,3,female,-0.5447753401165119,0,0,-0.7002649893973995,S,Third,woman,False,Southampton,no,True
817,0,2,male,0.2530279416928239,1,1,1.4968323345295453,C,Second,man,True,Cherbourg,no,False
818,0,3,male,1.4497328644068275,0,0,-0.8117095460836993,S,Third,man,True,Southampton,no,True
819,0,3,male,-1.8412056730566826,3,2,0.8089587528458783,S,Third,child,False,Southampton,no,False
821,1,3,male,-0.145873699211844,0,0,-0.6445427110542498,S,Third,man,True,Southampton,yes,True
822,0,1,male,0.9511058132759926,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True
823,1,3,female,-0.145873699211844,0,1,-0.3564868653820346,S,Third,woman,False,Southampton,yes,False
825,0,3,male,0.12329691538978338,0,0,-0.7739317302578349,Q,Third,man,True,Queenstown,no,True
826,0,3,male,0.12329691538978338,0,0,2.9695324844323783,S,Third,man,True,Southampton,no,True
828,1,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,yes,True
830,1,3,female,-1.3425786219258478,1,0,-0.20694715921693344,C,Third,child,False,Cherbourg,yes,False
832,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True
833,0,3,male,-0.5447753401165119,0,0,-0.705614328118342,S,Third,man,True,Southampton,no,True
834,0,3,male,-1.0434023912473467,0,0,-0.6719316275280013,S,Third,man,True,Southampton,no,True
836,0,3,male,-0.7442261605688458,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True
837,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True
838,1,3,male,0.3527533519189909,0,0,2.9695324844323783,S,Third,man,True,Southampton,yes,True
839,1,1,male,0.12329691538978338,0,0,0.9449588898189898,C,First,man,True,Cherbourg,yes,True
840,0,3,male,-0.8439515707950128,0,0,-0.7002649893973995,S,Third,man,True,Southampton,no,True
841,0,2,male,-1.2428532116996807,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True
842,1,1,female,0.1533025314666569,0,0,1.0431812109662368,C,First,woman,False,Cherbourg,yes,True
843,0,3,male,0.6020668774844082,0,0,-0.8126539914793458,C,Third,man,True,Cherbourg,no,True
844,0,3,male,-1.1431278014735138,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True
845,0,3,male,1.3500074541806606,0,0,-0.7285983512667977,S,Third,man,True,Southampton,no,True
847,0,3,male,0.6519295825974918,0,0,-0.7024712138416299,C,Third,man,True,Cherbourg,no,True
848,0,2,male,-0.046148288985677036,0,1,1.194292474269694,S,Second,man,True,Southampton,no,False
850,0,3,male,-2.4395581344136845,4,2,1.063959009670462,S,Third,child,False,Southampton,no,False
852,0,3,female,-1.9409310832828495,1,1,-0.1471373212014252,C,Third,child,False,Cherbourg,no,False
853,1,1,female,-1.2428532116996807,0,1,1.6778485168407566,S,First,woman,False,Southampton,yes,False
854,0,2,female,1.5494582746329946,1,0,0.6654030527075941,S,Second,woman,False,Southampton,no,False
855,1,3,female,-1.0434023912473467,0,1,-0.5925982142936864,S,Third,woman,False,Southampton,yes,False
857,1,1,male,2.2475361462161634,0,0,0.7069586501160449,S,First,man,True,Southampton,yes,True
858,1,3,female,-0.4450499298903449,0,3,0.1560296508011356,C,Third,woman,False,Cherbourg,yes,False
859,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True
860,0,3,male,1.2502820439544935,2,0,-0.23308185220526637,S,Third,man,True,Southampton,no,False
861,0,2,male,-0.7442261605688458,1,0,-0.43015360624246995,S,Second,man,True,Southampton,no,False
862,1,1,female,1.9483599155376623,0,0,0.6600537139866519,S,First,woman,False,Southampton,yes,True
864,0,2,male,-0.4450499298903449,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
865,1,2,female,1.3500074541806606,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True
866,1,2,female,-0.145873699211844,1,0,-0.2519707601181985,C,Second,woman,False,Cherbourg,yes,False
867,0,1,male,0.2530279416928239,0,0,2.5161986945220067,S,First,man,True,Southampton,no,True
868,0,3,male,0.12329691538978338,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True
869,1,3,male,-2.4395581344136845,1,1,-0.4578598563691588,S,Third,child,False,Southampton,yes,False
870,0,3,male,-0.24559910943801097,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
871,1,1,female,1.8486345053114954,1,1,2.6717224067139247,S,First,woman,False,Southampton,yes,False
872,0,1,male,0.4524787621451578,0,0,-0.9212652119787056,S,First,man,True,Southampton,no,True
873,0,3,male,1.8486345053114954,0,0,-0.6190426853717913,S,Third,man,True,Southampton,no,True
874,1,2,female,-0.046148288985677036,1,0,0.514291789404137,C,Second,woman,False,Cherbourg,yes,False
875,1,3,female,-1.3425786219258478,0,0,-0.7531539315536095,C,Third,child,False,Cherbourg,yes,True
876,0,3,male,-0.8439515707950128,0,0,-0.5551377321207593,S,Third,man,True,Southampton,no,True
877,0,3,male,-0.9436769810211798,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
878,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
880,1,2,female,-0.34532451966417793,0,1,0.6654030527075941,S,Second,woman,False,Southampton,yes,False
881,0,3,male,0.4524787621451578,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True
882,0,3,female,-0.6445007503426788,0,0,-0.5044474588456146,S,Third,woman,False,Southampton,no,True
883,0,2,male,-0.046148288985677036,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True
884,0,3,male,-0.34532451966417793,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True
885,0,3,female,1.0508312235021597,0,5,0.9015144016192459,Q,Third,woman,False,Queenstown,no,False
886,0,2,male,-0.145873699211844,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True
887,1,1,female,-0.9436769810211798,0,0,0.9676255793145083,S,First,woman,False,Southampton,yes,True
888,0,3,female,0.12329691538978338,1,2,0.4727361919956863,S,Third,woman,False,Southampton,no,False
889,1,1,male,-0.24559910943801097,0,0,0.9676255793145083,C,First,man,True,Cherbourg,yes,True
890,0,3,male,0.3527533519189909,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True
